--------- beginning of main
01-01 00:00:16.280     0   246 I lowmemorykiller: Using in-kernel low memory killer interface
01-01 00:00:16.021   321   321 I ThermalEngine: action_info 1
01-01 00:00:16.021   321   321 I ThermalEngine: descending
01-01 00:00:16.021   321   321 I ThermalEngine: [VDD_RSTR_MONITOR-TSENS9]
01-01 00:00:16.021   321   321 I ThermalEngine: #algo_type monitor
01-01 00:00:16.021   321   321 I ThermalEngine: sampling 1000
01-01 00:00:16.021   321   321 I ThermalEngine: sensor tsens_tz_sensor9
01-01 00:00:16.021   321   321 I ThermalEngine: thresholds 5000
01-01 00:00:16.022   321   321 I ThermalEngine: thresholds_clr 10000
01-01 00:00:16.022   321   321 I ThermalEngine: actions vdd_restriction
01-01 00:00:16.022   321   321 I ThermalEngine: action_info 1
01-01 00:00:16.022   321   321 I ThermalEngine: descending
01-01 00:00:16.022   321   321 I ThermalEngine: [VDD_RSTR_MONITOR-TSENS8]
01-01 00:00:16.022   321   321 I ThermalEngine: #algo_type monitor
01-01 00:00:16.022   321   321 I ThermalEngine: sampling 1000
01-01 00:00:16.022   321   321 I ThermalEngine: sensor tsens_tz_sensor8
01-01 00:00:16.022   321   321 I ThermalEngine: thresholds 5000
01-01 00:00:16.022   321   321 I ThermalEngine: thresholds_clr 10000
01-01 00:00:16.022   321   321 I ThermalEngine: actions vdd_restriction
01-01 00:00:16.022   321   321 I ThermalEngine: action_info 1
01-01 00:00:16.022   321   321 I ThermalEngine: descending
01-01 00:00:16.022   321   321 I ThermalEngine: [VDD_RSTR_MONITOR-TSENS7]
01-01 00:00:16.022   321   321 I ThermalEngine: #algo_type monitor
01-01 00:00:16.022   321   321 I ThermalEngine: sampling 1000
01-01 00:00:16.022   321   321 I ThermalEngine: sensor tsens_tz_sensor7
01-01 00:00:16.022   321   321 I ThermalEngine: thresholds 5000
01-01 00:00:16.022   321   321 I ThermalEngine: thresholds_clr 10000
01-01 00:00:16.022   321   321 I ThermalEngine: actions vdd_restriction
01-01 00:00:16.022   321   321 I ThermalEngine: action_info 1
01-01 00:00:16.022   321   321 I ThermalEngine: descending
01-01 00:00:16.022   321   321 I ThermalEngine: [VDD_RSTR_MONITOR-TSENS6]
01-01 00:00:16.022   321   321 I ThermalEngine: #algo_type monitor
01-01 00:00:16.022   321   321 I ThermalEngine: sampling 1000
01-01 00:00:16.022   321   321 I ThermalEngine: sensor tsens_tz_sensor6
01-01 00:00:16.022   321   321 I ThermalEngine: thresholds 5000
01-01 00:00:16.022   321   321 I ThermalEngine: thresholds_clr 10000
01-01 00:00:16.022   321   321 I ThermalEngine: actions vdd_restriction
01-01 00:00:16.022   321   321 I ThermalEngine: action_info 1
01-01 00:00:16.022   321   321 I ThermalEngine: descending
01-01 00:00:16.022   321   321 I ThermalEngine: [VDD_RSTR_MONITOR-TSENS5]
01-01 00:00:16.022   321   321 I ThermalEngine: #algo_type monitor
01-01 00:00:16.022   321   321 I ThermalEngine: sampling 1000
01-01 00:00:16.022   321   321 I ThermalEngine: sensor tsens_tz_sensor5
01-01 00:00:16.022   321   321 I ThermalEngine: thresholds 5000
01-01 00:00:16.022   321   321 I ThermalEngine: thresholds_clr 10000
01-01 00:00:16.022   321   321 I ThermalEngine: actions vdd_restriction
01-01 00:00:16.022   321   321 I ThermalEngine: action_info 1
01-01 00:00:16.022   321   321 I ThermalEngine: descending
01-01 00:00:16.022   321   321 I ThermalEngine: [VDD_RSTR_MONITOR-TSENS4]
01-01 00:00:16.022   321   321 I ThermalEngine: #algo_type monitor
01-01 00:00:16.022   321   321 I ThermalEngine: sampling 1000
01-01 00:00:16.022   321   321 I ThermalEngine: sensor tsens_tz_sensor4
01-01 00:00:16.022   321   321 I ThermalEngine: thresholds 5000
01-01 00:00:16.022   321   321 I ThermalEngine: thresholds_clr 10000
01-01 00:00:16.022   321   321 I ThermalEngine: actions vdd_restriction
01-01 00:00:16.022   321   321 I ThermalEngine: action_info 1
01-01 00:00:16.022   321   321 I ThermalEngine: descending
01-01 00:00:16.022   321   321 I ThermalEngine: [VDD_RSTR_MONITOR-TSENS3]
01-01 00:00:16.022   321   321 I ThermalEngine: #algo_type monitor
01-01 00:00:16.022   321   321 I ThermalEngine: sampling 1000
01-01 00:00:16.022   321   321 I ThermalEngine: sensor tsens_tz_sensor3
01-01 00:00:16.022   321   321 I ThermalEngine: thresholds 5000
01-01 00:00:16.022   321   321 I ThermalEngine: thresholds_clr 10000
01-01 00:00:16.022   321   321 I ThermalEngine: actions vdd_restriction
01-01 00:00:16.022   321   321 I ThermalEngine: action_info 1
01-01 00:00:16.022   321   321 I ThermalEngine: descending
01-01 00:00:16.022   321   321 I ThermalEngine: [VDD_RSTR_MONITOR-TSENS2]
01-01 00:00:16.022   321   321 I ThermalEngine: #algo_type monitor
01-01 00:00:16.022   321   321 I ThermalEngine: sampling 1000
01-01 00:00:16.022   321   321 I ThermalEngine: sensor tsens_tz_sensor2
01-01 00:00:16.022   321   321 I ThermalEngine: thresholds 5000
01-01 00:00:16.022   321   321 I ThermalEngine: thresholds_clr 10000
01-01 00:00:16.022   321   321 I ThermalEngine: actions vdd_restriction
01-01 00:00:16.022   321   321 I ThermalEngine: action_info 1
01-01 00:00:16.022   321   321 I ThermalEngine: descending
01-01 00:00:16.022   321   321 I ThermalEngine: [VDD_RSTR_MONITOR-TSENS1]
01-01 00:00:16.022   321   321 I ThermalEngine: #algo_type monitor
01-01 00:00:16.022   321   321 I ThermalEngine: sampling 1000
01-01 00:00:16.022   321   321 I ThermalEngine: sensor tsens_tz_sensor1
01-01 00:00:16.022   321   321 I ThermalEngine: thresholds 5000
01-01 00:00:16.022   321   321 I ThermalEngine: thresholds_clr 10000
01-01 00:00:16.022   321   321 I ThermalEngine: actions vdd_restriction
01-01 00:00:16.022   321   321 I ThermalEngine: action_info 1
01-01 00:00:16.022   321   321 I ThermalEngine: descending
01-01 00:00:16.022   321   321 I ThermalEngine: [VDD_RSTR_MONITOR-TSENS0]
01-01 00:00:16.022   321   321 I ThermalEngine: #algo_type monitor
01-01 00:00:16.022   321   321 I ThermalEngine: sampling 1000
01-01 00:00:16.022   321   321 I ThermalEngine: sensor tsens_tz_sensor0
01-01 00:00:16.022   321   321 I ThermalEngine: thresholds 5000
01-01 00:00:16.022   321   321 I ThermalEngine: thresholds_clr 10000
01-01 00:00:16.022   321   321 I ThermalEngine: actions vdd_restriction
01-01 00:00:16.022   321   321 I ThermalEngine: action_info 1
01-01 00:00:16.022   321   321 I ThermalEngine: descending
01-01 00:00:16.022   321   321 I ThermalEngine: [SS-GPU]
01-01 00:00:16.022   321   321 I ThermalEngine: #algo_type ss
01-01 00:00:16.022   321   321 I ThermalEngine: sampling 250
01-01 00:00:16.022   321   321 I ThermalEngine: sensor tsens_tz_sensor10
01-01 00:00:16.022   321   321 I ThermalEngine: device gpu
01-01 00:00:16.022   321   321 I ThermalEngine: set_point 100000
01-01 00:00:16.022   321   321 I ThermalEngine: set_point_clr 65000
01-01 00:00:16.022   321   321 I ThermalEngine: time_constant 0
01-01 00:00:16.022   321   321 I ThermalEngine: [SS-POPMEM]
01-01 00:00:16.022   321   321 I ThermalEngine: #algo_type ss
01-01 00:00:16.022   321   321 I ThermalEngine: sampling 65
01-01 00:00:16.022   321   321 I ThermalEngine: sensor pop_mem
01-01 00:00:16.022   321   321 I ThermalEngine: device cpu
01-01 00:00:16.022   321   321 I ThermalEngine: set_point 80000
01-01 00:00:16.022   321   321 I ThermalEngine: set_point_clr 55000
01-01 00:00:16.022   321   321 I ThermalEngine: time_constant 16
01-01 00:00:16.022   321   321 I ThermalEngine: [SS-CPU3]
01-01 00:00:16.022   321   321 I ThermalEngine: #algo_type ss
01-01 00:00:16.022   321   321 I ThermalEngine: sampling 65
01-01 00:00:16.022   321   321 I ThermalEngine: sensor cpu3
01-01 00:00:16.022   321   321 I ThermalEngine: device cpu
01-01 00:00:16.023   321   321 I ThermalEngine: set_point 90000
01-01 00:00:16.023   321   321 I ThermalEngine: set_point_clr 55000
01-01 00:00:16.023   321   321 I ThermalEngine: time_constant 0
01-01 00:00:16.023   321   321 I ThermalEngine: [SS-CPU2]
01-01 00:00:16.023   321   321 I ThermalEngine: #algo_type ss
01-01 00:00:16.023   321   321 I ThermalEngine: sampling 65
01-01 00:00:16.023   321   321 I ThermalEngine: sensor cpu2
01-01 00:00:16.023   321   321 I ThermalEngine: device cpu
01-01 00:00:16.023   321   321 I ThermalEngine: set_point 90000
01-01 00:00:16.023   321   321 I ThermalEngine: set_point_clr 55000
01-01 00:00:16.023   321   321 I ThermalEngine: time_constant 0
01-01 00:00:16.023   321   321 I ThermalEngine: [SS-CPU1]
01-01 00:00:16.023   321   321 I ThermalEngine: #algo_type ss
01-01 00:00:16.023   321   321 I ThermalEngine: sampling 65
01-01 00:00:16.023   321   321 I ThermalEngine: sensor cpu1
01-01 00:00:16.023   321   321 I ThermalEngine: device cpu
01-01 00:00:16.023   321   321 I ThermalEngine: set_point 90000
01-01 00:00:16.023   321   321 I ThermalEngine: set_point_clr 55000
01-01 00:00:16.023   321   321 I ThermalEngine: time_constant 0
01-01 00:00:16.023   321   321 I ThermalEngine: [SS-CPU0]
01-01 00:00:16.023   321   321 I ThermalEngine: #algo_type ss
01-01 00:00:16.023   321   321 I ThermalEngine: sampling 65
01-01 00:00:16.023   321   321 I ThermalEngine: sensor cpu0
01-01 00:00:16.023   321   321 I ThermalEngine: device cpu
01-01 00:00:16.023   321   321 I ThermalEngine: set_point 90000
01-01 00:00:16.023   321   321 I ThermalEngine: set_point_clr 55000
01-01 00:00:16.023   321   321 I ThermalEngine: time_constant 0
01-01 00:00:16.023   321   321 I ThermalEngine: [SPEAKER-CAL]
01-01 00:00:16.023   321   321 I ThermalEngine: sampling 30000 30000 10 1800000
01-01 00:00:16.023   321   321 I ThermalEngine: sensor pma8084_tz
01-01 00:00:16.023   321   321 I ThermalEngine: sensors tsens_tz_sensor1 tsens_tz_sensor2 tsens_tz_sensor3 tsens_tz_sensor4 tsens_tz_sensor7 tsens_tz_sensor8 tsens_tz_sensor9 tsens_tz_sensor10
01-01 00:00:16.023   321   321 I ThermalEngine: temp_range 6000 10000 2000
01-01 00:00:16.023   321   321 I ThermalEngine: max_temp 45000
01-01 00:00:16.023   321   321 I ThermalEngine: offset -4000
01-01 00:00:16.023   321   506 I ThermalEngine: Sensor:tsens_tz_sensor10:36000 mC
01-01 00:00:16.024   321   506 I ThermalEngine: Sensor:tsens_tz_sensor1:35000 mC
01-01 00:00:16.024   321   506 I ThermalEngine: Sensor:tsens_tz_sensor8:50000 mC
01-01 00:00:16.025   321   506 I ThermalEngine: Sensor:tsens_tz_sensor7:49000 mC
01-01 00:00:16.026   321   506 I ThermalEngine: Sensor:tsens_tz_sensor6:49000 mC
01-01 00:00:16.027   321   506 I ThermalEngine: Sensor:tsens_tz_sensor5:50000 mC
01-01 00:00:16.032   413   413 V LOWI-6.0.0.15: [MessageQ_Client] creating client socket
01-01 00:00:16.032   413   413 I LOWI-6.0.0.15: [MessageQ_Client] connecting to server [/data/misc/location/mq/location-mq-s]
01-01 00:00:16.032   413   413 I LOWI-6.0.0.15: [MessageQ_Client] connected
01-01 00:00:16.032   413   413 V LOWI-6.0.0.15: [LOWIController] init
01-01 00:00:16.033   412   412 E QCALOG  : [MessageQ] ProcessNewMessage: [NOT_REGISTERED:413] unknown deliver target [OS-Agent]
01-01 00:00:16.034   413   511 E LOWI-6.0.0.15: [LOWIEventReceiver] handleEvent failed
01-01 00:00:16.035   321   505 I ThermalEngine: Sensor:pma8084_tz:31238 mC
01-01 00:00:16.035   321   505 I ThermalEngine: Sensor:tsens_tz_sensor10:36000 mC
01-01 00:00:16.036   321   505 I ThermalEngine: Sensor:tsens_tz_sensor9:39000 mC
01-01 00:00:16.036   321   505 I ThermalEngine: Sensor:tsens_tz_sensor8:50000 mC
01-01 00:00:16.037   321   505 I ThermalEngine: Sensor:tsens_tz_sensor7:49000 mC
01-01 00:00:16.037   321   505 I ThermalEngine: Sensor:tsens_tz_sensor6:49000 mC
01-01 00:00:16.038   321   505 I ThermalEngine: Sensor:tsens_tz_sensor5:50000 mC
01-01 00:00:16.038   321   505 I ThermalEngine: Sensor:tsens_tz_sensor4:40000 mC
01-01 00:00:16.038   321   505 I ThermalEngine: Sensor:tsens_tz_sensor3:40000 mC
01-01 00:00:16.039   321   505 I ThermalEngine: Sensor:tsens_tz_sensor2:37000 mC
01-01 00:00:16.040   321   505 I ThermalEngine: Sensor:tsens_tz_sensor1:35000 mC
01-01 00:00:16.041   321   505 I ThermalEngine: Sensor:tsens_tz_sensor0:42000 mC
01-01 00:00:16.041   321   505 I ThermalEngine: vdd_restrict_qmi_request: MODEM req level(0) is recorded and waiting for completing QMI registration
01-01 00:00:16.042   321   505 I ThermalEngine: ACTION: ADSP - Vdd_restriction mitigation succeeded for level 0.
01-01 00:00:16.042   321   505 I ThermalEngine: Mitigation:VDD[ADSP]:0
01-01 00:00:16.042   321   505 I ThermalEngine: hotplug_ktm_disable_cb: write out 0
01-01 00:00:16.069   390   390 I sshd    : type=1400 audit(0.0:13): avc: denied { create } for scontext=u:r:init:s0 tcontext=u:r:init:s0 tclass=tcp_socket permissive=1
01-01 00:00:16.069   390   390 I sshd    : type=1400 audit(0.0:14): avc: denied { setopt } for scontext=u:r:init:s0 tcontext=u:r:init:s0 tclass=tcp_socket permissive=1
01-01 00:00:16.069   390   390 I sshd    : type=1400 audit(0.0:15): avc: denied { bind } for scontext=u:r:init:s0 tcontext=u:r:init:s0 tclass=tcp_socket permissive=1
01-01 00:00:16.069   390   390 I sshd    : type=1400 audit(0.0:16): avc: denied { listen } for lport=22 scontext=u:r:init:s0 tcontext=u:r:init:s0 tclass=tcp_socket permissive=1
01-01 00:00:16.074   390   390 I /system/bin/sshd: Server listening on :: port 22.
01-01 00:00:16.075   390   390 I /system/bin/sshd: Server listening on 0.0.0.0 port 22.
01-01 00:00:16.075   390   390 E /system/bin/sshd: error: Couldn't create pid file "/var/run/sshd.pid": No such file or directory
01-01 00:00:16.094   339   447 E AudioDaemon: CPE state open /proc/asound/card0/cpe0_state failed No such file or directory, Retrying 2
01-01 00:00:16.148   249   249 I Adreno  : EGLInit: QTI Build: 01/16/15, 25d4fe7, 
01-01 00:00:16.195   339   447 D AudioDaemon: number of sndcards 1 CPEs 0
01-01 00:00:16.195   339   447 D AudioDaemon: read for sound card state change before while
01-01 00:00:16.195   339   447 D AudioDaemon: sound card state file content: ONLINE
01-01 00:00:16.195   339   447 D AudioDaemon:  before while
01-01 00:00:16.195   339   447 E AudioDaemon: put cur_state to online
01-01 00:00:16.195   339   447 D AudioDaemon: cur_state=0, bootup_complete=0
01-01 00:00:16.195   339   447 E AudioDaemon: sound card up is deteced before while
01-01 00:00:16.195   339   447 E AudioDaemon: bootup_complete set to 1
01-01 00:00:16.195   339   447 D AudioDaemon: poll() for sound card state change 
01-01 00:00:16.200   459   459 E Diag_Lib: qpLogDiagInit ==>
01-01 00:00:16.202   459   459 E Diag_Lib: qpLogDiagInit <== result : 1
01-01 00:00:16.202   459   459 E Diag_Lib: [IMS_DataD] imsdatad.c | 4660 | | 459 |DATAD#$$#0#DATAD STARTED
01-01 00:00:16.202   459   459 E Diag_Lib: [IMS_DataD] imsdatad.c | 4683 | | 459 |ims-dcm-daemon dcm Daemon main entry, uid 1000, gid 1000, egid 1000 
01-01 00:00:16.202   459   459 E Diag_Lib: [IMS_DataD] imsdatad.c | 4685 | | 459 |DATAD#$$#0#DCM QMI SERVICES STARTED
01-01 00:00:16.202   459   459 E Diag_Lib: [IMS_DataD] imsdatad.c | 2870 | | 459 |ims-dcm-daemon ims_dcm_qmi_handler_init_func >
01-01 00:00:16.202   459   459 E Diag_Lib: [IMS_DataD] imsdatad.c | 2851 | | 459 |ims-dcm-daemon qmi_dcm_register_service
01-01 00:00:16.204   459   459 E Diag_Lib: [IMS_DataD] imsdatad.c | 2856 | | 459 |ims-dcm-daemon qmi_dcm_register_service rc : 0
01-01 00:00:16.204   459   459 E Diag_Lib: [IMS_DataD] imsdatad.c | 2861 | | 459 |ims-dcm-daemon qmi_dcm_register_service service_cookie.service_handle : 0x1
01-01 00:00:16.204   459   459 E Diag_Lib: [IMS_DataD] imsdatad.c | 2879 | | 459 |ims_dcm_qmi_handler_init_func exit MAX FD 6
01-01 00:00:16.204   459   459 E Diag_Lib: [IMS_DataD] imsdatad.c | 4695 | | 459 |ims-dcm-daemon: Server Sock FD 10 received from init
01-01 00:00:16.204   459   459 E Diag_Lib: [IMS_DataD] imsdatad.c | 4715 | | 459 |DATAD#$$#0#DATAD SERVER STARTED
01-01 00:00:16.204   459   459 E Diag_Lib: [IMS_DataD] imsdatad.c | 235 | | 459 |DatadAddFDToFDSet:Added FD: [10] to FDSet
01-01 00:00:16.204   459   459 E Diag_Lib: [IMS_DataD] imsdatad.c | 4725 | | 459 |ims-dcm-daemon listen done
01-01 00:00:16.204   459   459 E Diag_Lib: [IMS_DataD] imsdatad.c | 4742 | | 459 |ims-dcm-daemon : socket pair created. readfd = 7, write fd = 9
01-01 00:00:16.204   459   459 E Diag_Lib: [IMS_DataD] imsdatad.c | 235 | | 459 |DatadAddFDToFDSet:Added FD: [7] to FDSet
01-01 00:00:16.204   459   459 E Diag_Lib: [IMS_DataD] imsdatad.c | 4759 | | 459 |DATAD#$$#0#DATAD  LOOPBACK SERVER STARTED for INTERNAL EVENTS
01-01 00:00:16.204   459   459 E Diag_Lib: [IMS_DataD] imsdatad.c | 4768 | | 459 |DATAD#$$#0#DATAD STARTED HEAR BEAT
01-01 00:00:16.222   340   340 I mm-camera-sensor: module_sensor_init:5275 Enter
01-01 00:00:16.224   340   340 E mm-camera-sensor: sensor_init_probe:191 failed: to oribe eeprom bin sensors
01-01 00:00:16.288   253   253 D QSEECOMD: : qseecom listener services process entry PPID = 1
01-01 00:00:16.288   253   253 E QSEECOMD: : Listener: index = 0, hierarchy = 0
01-01 00:00:16.291   253   253 D QSEECOMD: : Init dlopen(librpmb.so, RTLD_NOW) succeeds
01-01 00:00:16.291   253   253 D QSEECOMD: : Init::Init dlsym(g_FSHandle rpmb_init_service) succeeds
01-01 00:00:16.291   253   253 I rpmb    : RPMB Mult = 16384, Rel_sec_cnt = 1
01-01 00:00:16.291   253   253 E DrmLibRpmb: rpmb_init succeeded! with ret = 0
01-01 00:00:16.291   253   253 D QSEECOMD: : Init rpmb_init_service ret = 0
01-01 00:00:16.291   253   253 D QSEECOMD: : RPMB system services: init (Listener ID = 8192)
01-01 00:00:16.291   253   253 E QSEECOMD: : Listener: index = 1, hierarchy = 0
01-01 00:00:16.300   261   261 I qcom-bluetooth: /system/etc/init.qcom.bt.sh: init.qcom.bt.sh config = onboot 
01-01 00:00:16.301   253   253 D QSEECOMD: : Init dlopen(libssd.so, RTLD_NOW) succeeds
01-01 00:00:16.301   253   253 D QSEECOMD: : Init::Init dlsym(g_FSHandle ssd_init_service) succeeds
01-01 00:00:16.301   253   253 E SSD     : ssd_init_service succeeded!
01-01 00:00:16.301   253   253 D QSEECOMD: : Init ssd_init_service ret = 0
01-01 00:00:16.301   253   253 D QSEECOMD: : SSD system services: init (Listener ID = 12288)
01-01 00:00:16.301   253   253 E QSEECOMD: : Listener: index = 2, hierarchy = 0
01-01 00:00:16.306   262   262 E qca1530 : detect 
01-01 00:00:16.329   275   275 I qcom-bluetooth: /system/etc/init.qcom.bt.sh: Bluetooth Address programmed successfully 
--------- beginning of system
01-01 00:00:16.352   248   248 I Vold    : Vold 2.1 (the revenge) firing up
01-01 00:00:16.353   248   248 E DirectVolume: Vold managed volumes must have auto mount point; ignoring /storage/sdcard1
01-01 00:00:16.354   248   248 D Vold    : Volume sdcard1 state changing -1 (Initializing) -> 0 (No-Media)
01-01 00:00:16.354   248   248 I Cryptfs : Check if PFE is activated on Boot
01-01 00:00:16.355   248   248 E Cryptfs : Bad magic for real block device /dev/block/bootdevice/by-name/userdata
01-01 00:00:16.355   248   248 E Cryptfs : Error getting crypt footer and key
01-01 00:00:16.355   253   253 D QSEECOMD: : Init dlopen(libsecureui.so, RTLD_NOW) succeeds
01-01 00:00:16.355   253   253 D QSEECOMD: : Init::Init dlsym(g_FSHandle secure_ui_init) succeeds
01-01 00:00:16.355   253   253 D QSEECOMD: : Init secure_ui_init ret = 0
01-01 00:00:16.355   253   253 D QSEECOMD: : secure UI services: init (Listener ID = 16384)
01-01 00:00:16.355   253   253 D QSEECOMAPI: : QSEECom_get_handle sb_length = 0x400
01-01 00:00:16.355   253   253 D QSEECOMAPI: : App is not loaded in QSEE
01-01 00:00:16.360   249   249 I SurfaceFlinger: SurfaceFlinger is starting
01-01 00:00:16.366   249   249 I SurfaceFlinger: SurfaceFlinger's main thread ready to run. Initializing graphics H/W...
01-01 00:00:16.369   270   270 D qca1530 : detect 
01-01 00:00:16.379   295   295 I init    : type=1400 audit(0.0:3): avc: denied { entrypoint } for path="/system/bin/busybox" dev="mmcblk0p15" ino=223 scontext=u:r:shell:s0 tcontext=u:object_r:system_file:s0 tclass=file permissive=1
01-01 00:00:16.379   249   249 D libEGL  : loaded /vendor/lib/egl/libEGL_adreno.so
01-01 00:00:16.391   293   293 V qca1530 : detect 
01-01 00:00:16.392   248   287 W DirectVolume: Deprecated implied prefix pattern detected, please use '/devices/msm_sdcc.2/mmc_host*' instead
01-01 00:00:16.393   248   287 D Vold    : Volume sdcard1 state changing 0 (No-Media) -> 2 (Pending)
01-01 00:00:16.393   248   287 D Vold    : Volume sdcard1 state changing 2 (Pending) -> 1 (Idle-Unmounted)
01-01 00:00:16.446   526   526 I recovery: Recovery image already installed 
01-01 00:00:16.471   304   304 I         : debuggerd: Nov  9 2015 10:06:26
01-01 00:00:16.519   345   345 E qca1530 : init 
01-01 00:00:16.532   346   346 D qca1530 : init 
01-01 00:00:16.539   349   349 V qca1530 : init 
01-01 00:00:16.553   323   323 D AndroidRuntime: 
01-01 00:00:16.553   323   323 D AndroidRuntime: >>>>>> AndroidRuntime START com.android.internal.os.ZygoteInit <<<<<<
01-01 00:00:16.554   383   383 I qdutils : PartialUpdate status: Disabled
01-01 00:00:16.554   383   383 I qdutils : Left Align: 0
01-01 00:00:16.554   383   383 I qdutils : Width Align: 0
01-01 00:00:16.554   383   383 I qdutils : Top Align: 0
01-01 00:00:16.554   383   383 I qdutils : Height Align: 0
01-01 00:00:16.554   383   383 I qdutils : Min ROI Width: 0
01-01 00:00:16.554   383   383 I qdutils : Min ROI Height: 0
01-01 00:00:16.554   383   383 I qdutils : Needs ROI Merge: 0
01-01 00:00:16.554   383   383 D PPDaemon: CABL version 1.1.20130401
01-01 00:00:16.555   417   417 D LocSvc_utils_cfg: D/loc_read_conf: using /etc/gps.conf
01-01 00:00:16.555   417   417 D LocSvc_utils_cfg: D/int loc_read_conf_r(FILE*, loc_param_s_type*, uint32_t):283]: num_params: 2
01-01 00:00:16.555   417   417 D LocSvc_utils_cfg: D/loc_set_config_entry: PARAM DEBUG_LEVEL = 3
01-01 00:00:16.555   417   417 D LocSvc_utils_cfg: D/int loc_read_conf_r(FILE*, loc_param_s_type*, uint32_t):287]: fgets returned NULL
01-01 00:00:16.555   417   417 E SlimDmn : I/int main(int, char**):g_sensor_provider is 1
01-01 00:00:16.555   383   383 D PPDaemon: isHDMIPrimary: HDMI is not primary display
01-01 00:00:16.607   323   323 D AndroidRuntime: CheckJNI is OFF
01-01 00:00:16.617   323   323 I art     : option[0]=-Xzygote
01-01 00:00:16.617   323   323 I art     : option[1]=-Xstacktracefile:/data/anr/traces.txt
01-01 00:00:16.617   323   323 I art     : option[2]=exit
